【  央视频道  】,#genre#
CCTV5超清,http://14.121.146.49:554/udp/239.77.0.177:5146
CCTV6,http://110.72.85.122:808/hls/39/index.m3u8
CCTV6,http://125.88.8.114:9901/tsfile/live/0006_1.m3u8
CCTV6,http://110.72.83.62:808/hls/39/index.m3u8
CCTV6,http://110.72.75.246:808/hls/39/index.m3u8
CCTV6,http://123.54.170.154:808/hls/6/index.m3u8
CCTV6,http://121.24.99.199:8090/hls/14/index.m3u8
CCTV6,http://14.216.233.242:8888/udp/239.77.0.178:5146
CCTV6,http://123.145.78.178:8001/udp/225.0.4.144:7980
CCTV6,http://123.145.78.178:8002/udp/225.0.4.144:7980
CCTV6,http://110.72.60.81:808/hls/7/index.m3u8
CCTV6,http://183.128.183.36:4022/rtp/233.50.201.198:5140
CCTV6,http://123.179.46.72:8888/udp/239.29.1.135:5000
CCTV6,http://171.15.152.105:9000/rtp/239.16.20.6:10060
CCTV6,http://125.120.147.105:8888/rtp/233.50.201.198:5140
CCTV6,http://115.204.73.138:8888/rtp/233.50.201.198:5140
CCTV6超清,http://116.5.239.220:8000/udp/239.77.0.178:5146
CCTV6超清,http://14.216.233.242:8888/udp/239.77.0.178:5146
CCTV6超清,http://116.30.249.206:8888/udp/239.77.0.178:5146
CCTV6超清,http://219.128.40.214:8888/udp/239.77.0.178:5146
CCTV6超清,http://113.74.172.130:4000/udp/239.77.0.178:5146
CCTV6超清,http://218.19.111.218:9999/udp/239.77.0.178:5146
CCTV6超清,http://218.19.110.231:9999/udp/239.77.0.178:5146
CCTV6超清,http://218.19.110.145:9999/udp/239.77.0.178:5146
CCTV6超清,http://113.65.252.5:3333/udp/239.77.0.178:5146
CCTV6超清,http://183.4.54.164:8686/udp/239.77.0.178:5146
CCTV6超清,http://113.71.149.149:5555/udp/239.77.0.178:5146
CCTV6超清,http://113.111.17.115:8888/udp/239.77.0.178:5146
CCTV6超清,http://113.110.228.62:4022/udp/239.77.0.178:5146
CCTV6超清,http://113.100.72.95:8899/udp/239.77.0.178:5146
CCTV6超清,http://14.121.146.49:554/udp/239.77.0.178:5146
CCTV7,http://110.72.81.173:808/hls/5/index.m3u8
CCTV7,http://125.88.8.114:9901/tsfile/live/0007_1.m3u8
CCTV7,http://123.54.170.154:808/hls/7/index.m3u8
CCTV7,http://111.225.93.23:8800/hls/7/index.m3u8
CCTV7,http://180.143.83.235:8181/tsfile/live/0007_1.m3u8
CCTV7,http://110.72.81.106:808/hls/98/index.m3u8
CCTV7,http://110.72.75.246:808/hls/98/index.m3u8
CCTV7,http://123.101.98.20:9898/tsfile/live/0007_1.m3u8
CCTV7,http://116.30.249.206:8888/udp/239.77.1.167:5146
CCTV7,http://110.72.60.81:808/hls/8/index.m3u8
CCTV7,http://171.15.152.105:9000/rtp/239.16.20.51:10510
CCTV7,http://183.128.183.36:4022/rtp/233.50.201.120:5140
CCTV7,http://171.8.170.56:8800/rtp/239.16.20.51:10510
CCTV7,http://115.204.73.138:8888/rtp/233.50.201.120:5140
CCTV7,http://36.27.93.103:4022/rtp/233.50.201.120:5140
CCTV8,http://120.224.7.90:809/hls/204/index.m3u8
CCTV8,http://110.72.85.122:808/hls/40/index.m3u8
CCTV8,http://121.24.99.131:8090/hls/16/index.m3u8
CCTV8,http://125.88.8.114:9901/tsfile/live/0008_1.m3u8
CCTV8,http://123.101.98.20:9898/tsfile/live/0008_1.m3u8
CCTV8,http://182.126.117.20:808/hls/8/index.m3u8
CCTV8,http://223.240.51.168:4022/rtp/238.1.78.173:7256
CCTV8,http://113.111.17.115:8888/udp/239.77.0.181:5146
CCTV8,http://110.72.60.81:808/hls/9/index.m3u8
CCTV8,http://171.8.170.56:8800/rtp/239.16.10.102:2000
CCTV8,http://115.204.73.138:8888/rtp/233.50.201.199:5140
CCTV8,http://183.128.183.36:4022/rtp/233.50.201.199:5140
CCTV8,http://171.15.152.105:9000/rtp/239.16.10.102:2000
CCTV8,http://171.15.152.105:9000/rtp/239.16.20.8:10080
CCTV8,http://61.150.11.116:4444/rtp/239.112.205.224:5140
CCTV8超清,http://116.5.239.220:8000/udp/239.77.0.181:5146
CCTV8超清,http://113.111.17.115:8888/udp/239.77.0.181:5146
CCTV8超清,http://218.19.110.231:9999/udp/239.77.0.181:5146
CCTV8超清,http://116.30.249.206:8888/udp/239.77.0.181:5146
CCTV8超清,http://219.128.40.214:8888/udp/239.77.0.181:5146
CCTV8超清,http://218.19.111.73:9999/udp/239.77.0.181:5146
CCTV8超清,http://183.4.54.164:8686/udp/239.77.0.181:5146
CCTV8超清,http://113.65.252.5:3333/udp/239.77.0.181:5146
CCTV8超清,http://113.71.149.149:5555/udp/239.77.0.181:5146
CCTV8超清,http://218.19.110.145:9999/udp/239.77.0.181:5146
CCTV8超清,http://113.74.172.130:4000/udp/239.77.0.181:5146
CCTV8超清,http://113.100.72.95:8899/udp/239.77.0.181:5146
CCTV8超清,http://113.110.228.62:4022/udp/239.77.0.181:5146
CCTV8超清,http://218.19.110.73:9999/udp/239.77.0.181:5146
CCTV8超清,http://218.19.111.239:9999/udp/239.77.0.181:5146
CCTV9,http://110.72.84.177:808/hls/119/index.m3u8
CCTV9,http://112.46.85.60:8002/hls/509/index.m3u8
CCTV9,http://125.88.8.114:9901/tsfile/live/0009_1.m3u8
CCTV9,http://110.72.81.106:808/hls/119/index.m3u8
CCTV9,http://111.225.92.33:8800/hls/9/index.m3u8
CCTV9,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8
CCTV9,http://118.81.80.44:9999/tsfile/live/0009_1.m3u8
CCTV9,http://123.101.98.20:9898/tsfile/live/0009_1.m3u8
CCTV9,http://123.54.170.154:808/hls/9/index.m3u8
CCTV9,http://110.72.60.81:808/hls/10/index.m3u8
CCTV9,http://183.128.183.36:4022/rtp/233.50.201.121:5140
CCTV9,http://171.15.152.105:9000/rtp/239.16.20.9:10090
CCTV9,http://171.15.152.105:9000/rtp/239.16.10.103:2000
CCTV9,http://125.120.147.105:8888/rtp/233.50.201.121:5140
CCTV9,http://115.204.73.138:8888/rtp/233.50.201.121:5140
CCTV10,http://121.24.99.199:8090/hls/18/index.m3u8
CCTV10,http://112.46.85.60:8002/hls/506/index.m3u8
CCTV10,http://123.54.170.154:808/hls/10/index.m3u8
CCTV10,http://123.101.98.20:9898/tsfile/live/0010_1.m3u8
CCTV10,http://110.72.85.122:808/hls/99/index.m3u8
CCTV10,http://110.72.60.81:808/hls/11/index.m3u8
CCTV10,http://113.111.17.115:8888/udp/239.77.1.113:5146
CCTV10,http://27.11.49.156:8010/udp/225.0.4.130:7980
CCTV10,http://171.15.152.105:9000/rtp/239.16.20.10:10100
CCTV10,http://183.128.183.36:4022/rtp/233.50.201.122:5140
CCTV10,http://171.15.152.105:9000/rtp/239.16.10.108:2000
CCTV10,http://171.8.170.56:8800/rtp/239.16.10.108:2000
CCTV10,http://125.120.147.105:8888/rtp/233.50.201.122:5140
CCTV10,http://115.204.73.138:8888/rtp/233.50.201.122:5140
CCTV10,http://36.27.93.103:4022/rtp/233.50.201.122:5140
CCTV11,http://125.88.8.114:9901/tsfile/live/0011_1.m3u8
CCTV11,http://110.72.76.61:808/hls/100/index.m3u8
CCTV11,http://123.101.98.20:9898/tsfile/live/0011_1.m3u8
CCTV11,http://180.143.83.235:8181/tsfile/live/0011_1.m3u8
CCTV11,http://14.155.183.33:8888/hls/7/index.m3u8
CCTV11,http://123.54.170.154:808/hls/11/index.m3u8
CCTV11,http://110.72.75.246:808/hls/100/index.m3u8
CCTV11,http://223.240.51.168:4022/rtp/238.1.78.206:7502
CCTV11,http://112.46.85.60:8002/hls/11/index.m3u8
CCTV11,http://219.128.40.214:8888/udp/239.77.1.238:5146
CCTV11,http://113.74.172.130:4000/udp/239.77.1.238:5146
CCTV11,http://113.111.17.115:8888/udp/239.77.1.238:5146
CCTV11,http://221.198.185.218:8888/udp/225.1.2.192:5002
CCTV11,http://27.16.188.107:4022/rtp/239.69.1.154:10560
CCTV11,http://123.145.57.225:8002/udp/225.0.4.218:7980
CCTV12,http://112.46.85.60:8002/hls/507/index.m3u8
CCTV12,http://111.225.92.33:8800/hls/12/index.m3u8
CCTV12,http://110.72.85.122:808/hls/101/index.m3u8
CCTV12,http://180.143.83.235:8181/tsfile/live/0012_1.m3u8
CCTV12,http://123.54.170.154:808/hls/12/index.m3u8
CCTV12,http://14.155.183.33:8888/hls/8/index.m3u8
CCTV12,http://171.104.193.222:8181/tsfile/live/0012_1.m3u8
CCTV12,http://110.72.75.246:808/hls/101/index.m3u8
CCTV12,http://123.101.98.20:9898/tsfile/live/0012_1.m3u8
CCTV12,http://171.104.193.220:8181/tsfile/live/0012_1.m3u8
CCTV12,http://223.240.51.168:4022/rtp/238.1.78.242:7808
CCTV12,http://219.128.40.214:8888/udp/239.77.1.170:5146
CCTV12,http://125.120.147.105:8888/rtp/233.50.201.123:5140
CCTV12,http://183.128.183.36:4022/rtp/233.50.201.123:5140
CCTV12,http://115.204.73.138:8888/rtp/233.50.201.123:5140
CCTV13,http://59.48.75.130:3052/tsfile/live/0013_1.m3u8
CCTV13,http://123.54.170.154:808/hls/13/index.m3u8
CCTV13,http://110.72.81.173:808/hls/106/index.m3u8
CCTV13,http://123.101.98.20:9898/tsfile/live/0013_1.m3u8
CCTV13,http://110.72.60.81:808/hls/14/index.m3u8
CCTV13,http://180.143.83.235:8181/tsfile/live/0013_1.m3u8
CCTV13,http://112.46.85.60:8002/hls/13/index.m3u8
CCTV13,http://117.70.234.64:888/hls/13/index.m3u8
CCTV13,http://111.225.93.23:8800/hls/13/index.m3u8
CCTV13,http://171.15.152.105:9000/rtp/239.16.20.13:10130
CCTV13,http://183.128.183.36:4022/rtp/233.50.201.246:5140
CCTV13,http://121.228.18.182:8888/rtp/239.49.9.43:6000
CCTV13,http://171.15.152.105:9000/rtp/239.16.10.111:2000
CCTV13,http://125.120.147.105:8888/rtp/233.50.201.246:5140
CCTV13,http://115.204.73.138:8888/rtp/233.50.201.246:5140
“CCTV13,http://183.11.239.36:808/hls/31/index.m3u8
CCTV14,http://121.24.99.131:8090/hls/22/index.m3u8
CCTV14,http://125.88.8.114:9901/tsfile/live/0014_1.m3u8
CCTV14,http://123.54.170.154:808/hls/14/index.m3u8
CCTV14,http://123.101.98.20:9898/tsfile/live/0014_1.m3u8
CCTV14,http://110.72.81.106:808/hls/105/index.m3u8
CCTV14,http://14.155.183.33:8888/hls/10/index.m3u8
CCTV14,http://110.72.75.246:808/hls/105/index.m3u8
CCTV14,http://14.216.233.242:8888/udp/239.77.1.171:5146
CCTV14,http://110.72.60.81:808/hls/15/index.m3u8
CCTV14,http://183.128.183.36:4022/rtp/233.50.201.124:5140
CCTV14,http://27.184.21.145:4022/rtp/239.254.200.162:6000
CCTV14,http://171.15.152.105:9000/rtp/239.16.10.112:2000
CCTV14,http://125.120.147.105:8888/rtp/233.50.201.124:5140
CCTV14,http://115.204.73.138:8888/rtp/233.50.201.124:5140
CCTV14,http://220.187.80.239:8888/rtp/233.50.201.124:5140
CCTV15,http://125.88.8.114:9901/tsfile/live/0015_1.m3u8
CCTV15,http://123.101.98.20:9898/tsfile/live/0015_1.m3u8
CCTV15,http://110.72.75.246:808/hls/102/index.m3u8
CCTV15,http://110.72.81.173:808/hls/102/index.m3u8
CCTV15,http://123.54.170.154:808/hls/15/index.m3u8
CCTV15,http://180.143.83.235:8181/tsfile/live/0015_1.m3u8
CCTV15,http://110.72.60.81:808/hls/16/index.m3u8
CCTV15,http://223.240.51.168:4022/rtp/238.1.78.222:7648
CCTV15,http://171.8.170.56:8800/rtp/239.16.10.113:2000
CCTV15,http://171.15.152.105:9000/rtp/239.16.20.15:10150
CCTV15,http://171.109.211.103:8888/udp/239.81.0.230:4056
CCTV15,http://220.173.26.219:5678/udp/239.81.0.230:4056
CCTV15,http://221.198.185.218:8888/udp/225.1.2.194:5002
CCTV15,http://180.143.84.219:8888/udp/239.81.0.230:4056
CCTV15,http://123.145.57.225:8002/udp/225.0.4.220:7980
CCTV16,http://61.150.11.116:4444/rtp/239.111.205.134:5140
CCTV16,http://219.145.19.145:4000/rtp/239.111.205.134:5140
CCTV16,http://219.145.43.125:8000/rtp/239.111.205.134:5140
CCTV16,http://113.111.17.115:8888/udp/239.77.0.165:5146
CCTV16,http://113.74.172.130:4000/udp/239.77.1.76:5146
CCTV16,http://113.138.134.202:8001/rtp/239.111.205.134:5140
CCTV16,http://125.120.147.105:8888/rtp/233.50.201.192:5140
CCTV16,http://220.187.80.239:8888/rtp/233.50.201.192:5140
CCTV16,http://115.204.73.138:8888/rtp/233.50.201.192:5140
CCTV16,http://113.74.172.130:4000/udp/239.77.0.165:5146
CCTV16,http://60.163.16.216:8888/rtp/233.50.201.192:5140
CCTV16,http://221.198.185.218:8888/udp/225.1.2.237:5002
CCTV16,http://36.27.93.103:4022/rtp/233.50.201.192:5140
CCTV16,http://60.163.20.122:8888/rtp/233.50.201.192:5140
CCTV16,http://123.179.46.72:8888/udp/239.29.1.146:5000
CCTV16奥运匹克,http://171.104.193.221:8181/tsfile/live/1003_1.m3u8
CCTV17,http://123.54.170.154:808/hls/17/index.m3u8
CCTV17,http://123.101.98.20:9898/tsfile/live/0019_1.m3u8
CCTV17,http://123.145.57.225:8002/udp/225.0.4.179:7980
CCTV17,http://123.145.78.178:8001/udp/225.0.4.179:7980
CCTV17,http://113.111.17.115:8888/udp/239.77.1.121:5146
CCTV17,http://171.15.152.105:9000/rtp/239.16.10.129:2000
CCTV17,http://221.198.185.218:8888/udp/225.1.2.52:5002
CCTV17,http://27.16.188.107:4022/rtp/239.69.1.152:10548
CCTV17,http://110.81.150.5:4022/rtp/239.61.3.9:9572
CCTV17,http://171.109.211.103:8888/udp/239.81.0.228:4056
CCTV17,http://27.184.21.145:4022/rtp/239.254.201.120:8144
CCTV17,http://27.10.135.143:8001/udp/225.0.4.179:7980
CCTV17,http://220.173.26.219:5678/udp/239.81.0.228:4056
CCTV17,http://219.145.19.145:4000/rtp/239.112.205.211:5140
